element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
435,6,14,1,True,2020-09-12T19:00:00Z,0,2,1,90,0,0,0,2,0,0,0,0,0,0,0,11,10.4,11.2,0.0,2.2,50,0,70232,0,0
435,9,1,1,False,2020-09-19T19:00:00Z,2,1,2,90,0,0,0,2,0,0,0,0,0,0,0,17,27.0,35.0,0.0,6.2,50,-12662,62831,1523,14185
435,28,20,7,True,2020-09-27T18:00:00Z,4,0,3,90,0,0,1,0,0,0,0,0,0,0,1,32,35.8,52.5,0.0,8.8,49,-7282,58281,2292,9574
435,34,9,15,False,2020-10-04T11:00:00Z,0,3,4,90,0,2,1,0,0,0,0,0,0,0,3,57,52.8,52.5,0.0,10.5,49,77,61303,5241,5164
436,6,14,0,True,2020-09-12T19:00:00Z,0,2,1,23,0,0,0,1,0,0,0,1,0,0,0,-1,2.8,1.6,26.0,3.0,60,0,14140,0,0
436,9,1,1,False,2020-09-19T19:00:00Z,2,1,2,7,0,0,0,1,0,0,0,0,0,0,0,4,2.2,4.7,0.0,0.7,59,-4121,11308,512,4633
436,28,20,0,True,2020-09-27T18:00:00Z,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,59,-2231,9759,917,3148
436,34,9,0,False,2020-10-04T11:00:00Z,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,58,-1504,8650,527,2031
437,6,14,2,True,2020-09-12T19:00:00Z,0,2,1,90,0,0,0,2,0,0,0,0,0,0,0,0,5.4,11.8,63.0,8.0,65,0,642088,0,0
437,9,1,6,False,2020-09-19T19:00:00Z,2,1,2,90,1,0,0,2,0,0,0,0,0,0,0,17,29.4,2.6,70.0,10.2,64,-172615,495278,17622,190237
437,28,20,2,True,2020-09-27T18:00:00Z,4,0,3,87,0,0,1,0,0,0,0,0,0,0,0,5,18.0,14.3,44.0,7.6,64,-78588,437401,27950,106538
437,34,9,8,False,2020-10-04T11:00:00Z,0,3,4,87,1,0,1,0,0,0,0,0,0,0,2,36,44.4,22.8,73.0,14.0,63,-81092,362949,13628,94720
438,6,14,0,True,2020-09-12T19:00:00Z,0,2,1,90,0,0,0,2,0,0,0,1,0,0,0,14,19.4,62.3,2.0,8.4,45,0,41931,0,0
438,9,1,3,False,2020-09-19T19:00:00Z,2,1,2,90,0,1,0,2,0,0,0,1,0,0,0,20,26.8,21.9,4.0,5.3,45,-7919,35945,1144,9063
438,28,20,1,True,2020-09-27T18:00:00Z,4,0,3,48,0,0,0,0,0,0,0,0,0,0,0,9,14.2,25.6,0.0,4.0,45,-191,38706,5768,5959
438,34,9,0,False,2020-10-04T11:00:00Z,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-10641,27570,422,11063
439,6,14,0,True,2020-09-12T19:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,65,0,2974,0,0
439,9,1,0,False,2020-09-19T19:00:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,65,-357,3554,266,623
439,28,20,0,True,2020-09-27T18:00:00Z,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,65,-471,3676,330,801
439,34,9,0,False,2020-10-04T11:00:00Z,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,64,-303,3763,291,594
440,6,14,1,True,2020-09-12T19:00:00Z,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,5,2.4,0.3,0.0,0.3,65,0,32372,0,0
440,9,1,1,False,2020-09-19T19:00:00Z,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.1,2.0,0.2,64,-7444,29179,1761,9205
440,28,20,0,True,2020-09-27T18:00:00Z,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,63,-6676,23999,1381,8057
440,34,9,0,False,2020-10-04T11:00:00Z,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,63,-3879,21034,935,4814
441,6,14,1,True,2020-09-12T19:00:00Z,0,2,1,23,0,0,0,1,0,0,0,0,0,0,0,2,2.4,10.7,28.0,4.1,65,0,35853,0,0
441,9,1,1,False,2020-09-19T19:00:00Z,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.3,0.0,0.0,64,-9427,30340,1584,11011
441,28,20,5,True,2020-09-27T18:00:00Z,4,0,3,2,1,0,0,0,0,0,0,0,0,0,0,27,33.0,0.3,17.0,5.0,63,-8309,23710,953,9262
441,34,9,1,False,2020-10-04T11:00:00Z,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.3,0.0,0.0,63,-2458,22871,1474,3932
442,6,14,0,True,2020-09-12T19:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,15272,0,0
442,9,1,1,False,2020-09-19T19:00:00Z,2,1,2,89,0,0,0,2,0,0,0,0,0,0,0,18,11.0,16.8,3.0,3.1,45,-2578,15134,397,2975
442,28,20,12,True,2020-09-27T18:00:00Z,4,0,3,90,0,1,1,0,0,0,0,0,0,0,3,45,43.0,55.8,2.0,10.1,45,-372,16174,1760,2132
442,34,9,6,False,2020-10-04T11:00:00Z,0,3,4,90,0,0,1,0,0,0,0,0,0,0,0,19,9.4,2.8,7.0,1.9,45,16834,39555,21409,4575
443,6,14,0,True,2020-09-12T19:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,11269,0,0
443,9,1,0,False,2020-09-19T19:00:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1753,10766,316,2069
443,28,20,6,True,2020-09-27T18:00:00Z,4,0,3,90,0,0,1,0,0,0,0,0,0,0,0,26,17.4,3.1,0.0,2.1,44,-1411,9947,343,1754
443,34,9,6,False,2020-10-04T11:00:00Z,0,3,4,90,0,0,1,0,0,0,0,0,0,0,0,24,16.0,0.1,8.0,2.4,44,1417,12335,2697,1280
444,6,14,0,True,2020-09-12T19:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,0,544,0,0
444,9,1,0,False,2020-09-19T19:00:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-21,619,82,103
444,28,20,0,True,2020-09-27T18:00:00Z,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-59,603,75,134
444,34,9,0,False,2020-10-04T11:00:00Z,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-65,551,36,101
445,6,14,2,True,2020-09-12T19:00:00Z,0,2,1,88,0,0,0,2,0,0,0,0,0,0,0,5,1.8,2.6,12.0,1.6,65,0,94805,0,0
445,9,1,2,False,2020-09-19T19:00:00Z,2,1,2,82,0,0,0,1,0,0,0,0,0,0,0,6,4.8,6.9,34.0,4.6,64,-30148,66218,1365,31513
445,28,20,15,True,2020-09-27T18:00:00Z,4,0,3,87,2,0,1,0,0,0,0,0,0,0,2,44,68.6,1.0,45.0,11.5,63,-21471,46385,1473,22944
445,34,9,8,False,2020-10-04T11:00:00Z,0,3,4,87,1,0,1,0,0,0,0,0,0,0,0,32,45.2,21.8,45.0,11.2,63,24899,82921,35147,10248
446,5,9,2,True,2020-09-13T13:00:00Z,0,3,1,90,0,0,0,3,0,0,0,0,0,0,0,3,4.8,12.8,9.0,2.7,55,0,37744,0,0
446,12,7,7,False,2020-09-19T11:30:00Z,5,2,2,70,1,0,0,5,0,0,0,0,0,0,0,26,47.6,3.6,36.0,8.7,55,-4989,34399,1716,6705
446,27,5,2,True,2020-09-26T16:30:00Z,3,3,3,73,0,0,0,2,0,0,0,0,0,0,0,5,12.0,20.2,12.0,4.4,55,8010,45313,16876,8866
446,37,16,2,False,2020-10-04T11:00:00Z,2,0,4,90,0,0,0,2,0,0,0,0,0,0,0,6,10.0,1.9,6.0,1.8,55,8349,54990,15433,7084
447,6,14,0,True,2020-09-12T19:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,0,409,0,0
447,9,1,0,False,2020-09-19T19:00:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,33,574,146,113
447,28,20,0,True,2020-09-27T18:00:00Z,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-73,538,109,182
447,34,9,0,False,2020-10-04T11:00:00Z,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-64,496,48,112
448,6,14,2,True,2020-09-12T19:00:00Z,0,2,1,90,0,0,0,2,0,0,0,0,0,0,0,15,21.6,14.5,8.0,4.4,50,0,305763,0,0
448,9,1,2,False,2020-09-19T19:00:00Z,2,1,2,90,0,0,0,2,0,0,0,0,0,0,0,19,22.4,27.8,10.0,6.0,50,-42772,276330,6694,49466
448,28,20,3,True,2020-09-27T18:00:00Z,4,0,3,90,0,0,1,0,0,0,0,0,0,0,0,22,19.4,3.1,2.0,2.5,49,-39678,243964,9182,48860
448,34,9,3,False,2020-10-04T11:00:00Z,0,3,4,90,0,0,1,0,0,0,0,0,0,0,0,16,8.8,12.0,6.0,2.7,49,-10423,241081,17200,27623
449,6,14,2,True,2020-09-12T19:00:00Z,0,2,1,90,0,0,0,2,0,0,0,0,0,0,0,7,12.4,21.6,46.0,8.0,50,0,367903,0,0
449,9,1,2,False,2020-09-19T19:00:00Z,2,1,2,90,0,0,0,2,0,0,0,0,0,0,0,5,0.0,11.1,14.0,2.5,50,-44564,330238,14039,58603
449,28,20,6,True,2020-09-27T18:00:00Z,4,0,3,90,0,1,1,0,0,0,0,0,0,0,0,11,12.0,1.0,60.0,7.3,50,-66564,266500,12006,78570
449,34,9,3,False,2020-10-04T11:00:00Z,0,3,4,90,0,0,1,0,0,0,0,0,0,0,0,6,13.6,1.6,13.0,2.8,50,-4259,266731,28016,32275
450,6,14,2,True,2020-09-12T19:00:00Z,0,2,1,66,0,0,0,1,0,0,0,0,0,0,0,8,4.6,1.9,18.0,2.5,65,0,6389,0,0
450,9,1,2,False,2020-09-19T19:00:00Z,2,1,2,87,0,0,0,2,0,0,0,0,0,0,0,11,2.6,12.8,0.0,1.5,65,-1225,5983,244,1469
450,28,20,9,True,2020-09-27T18:00:00Z,4,0,3,90,0,2,1,0,0,0,0,0,0,0,0,19,17.8,10.6,5.0,3.3,64,-826,5599,345,1171
450,34,9,12,False,2020-10-04T11:00:00Z,0,3,4,90,1,1,1,0,0,0,0,1,0,0,2,36,59.0,35.8,39.0,13.4,64,1034,7566,1885,851
451,6,14,1,True,2020-09-12T19:00:00Z,0,2,1,90,0,0,0,2,0,0,0,0,0,0,0,15,24.6,0.9,0.0,2.6,45,0,101787,0,0
451,9,1,1,False,2020-09-19T19:00:00Z,2,1,2,90,0,0,0,2,0,0,0,0,0,0,0,10,16.8,0.3,0.0,1.7,45,-14494,94169,3402,17896
451,28,20,0,True,2020-09-27T18:00:00Z,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-22166,73311,2300,24466
451,34,9,0,False,2020-10-04T11:00:00Z,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-13422,60833,252,13674
452,6,14,0,True,2020-09-12T19:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,161367,0,0
452,9,1,0,False,2020-09-19T19:00:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-12169,163501,7281,19450
452,28,20,1,True,2020-09-27T18:00:00Z,4,0,3,41,0,0,0,0,0,0,0,0,0,0,0,4,3.8,1.3,0.0,0.5,40,-12049,157717,8783,20832
452,34,9,0,False,2020-10-04T11:00:00Z,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,7361,174337,21691,14330
453,8,15,0,False,2020-09-14T17:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,20303,0,0
453,18,12,0,True,2020-09-21T19:15:00Z,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1257,22927,564,1821
453,28,19,0,False,2020-09-27T18:00:00Z,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1475,22784,498,1973
453,38,8,0,True,2020-10-04T13:00:00Z,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1050,22361,293,1343
454,8,15,3,False,2020-09-14T17:00:00Z,0,2,1,85,0,0,1,0,0,0,0,0,0,0,0,16,17.4,49.1,0.0,6.7,55,0,202859,0,0
454,18,12,2,True,2020-09-21T19:15:00Z,1,3,2,77,0,0,0,2,0,0,0,0,0,0,0,10,12.2,13.6,0.0,2.6,55,-19736,195761,8094,27830
454,28,19,2,False,2020-09-27T18:00:00Z,4,0,3,73,0,0,0,3,0,0,0,0,0,0,0,12,5.4,17.6,9.0,3.2,55,-24959,175590,7497,32456
454,38,8,1,True,2020-10-04T13:00:00Z,1,0,4,19,0,0,0,0,0,0,0,0,0,0,0,2,4.6,0.3,0.0,0.5,55,-9211,170824,11633,20844
455,8,15,6,False,2020-09-14T17:00:00Z,0,2,1,90,0,0,1,0,0,0,0,0,0,1,0,23,11.2,0.0,0.0,1.1,55,0,375930,0,0
455,18,12,3,True,2020-09-21T19:15:00Z,1,3,2,90,0,0,0,3,0,0,0,0,0,6,0,21,38.0,0.0,0.0,3.8,55,-16218,399744,16639,32857
455,28,19,1,False,2020-09-27T18:00:00Z,4,0,3,90,0,0,0,4,0,0,0,0,0,4,0,17,33.4,0.0,0.0,3.3,55,48947,483271,95211,46264
455,38,8,6,True,2020-10-04T13:00:00Z,1,0,4,90,0,0,1,0,0,0,0,0,0,2,0,24,18.2,0.0,0.0,1.8,55,1128,489036,34729,33601
456,8,15,0,False,2020-09-14T17:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,25352,0,0
456,18,12,0,True,2020-09-21T19:15:00Z,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-3484,26231,1334,4818
456,28,19,0,False,2020-09-27T18:00:00Z,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-3005,24617,1392,4397
456,38,8,0,True,2020-10-04T13:00:00Z,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-2462,22732,583,3045
457,4,7,2,True,2020-09-13T15:30:00Z,0,1,1,75,0,0,0,1,0,0,0,0,0,0,0,6,20.0,3.5,35.0,5.9,60,0,1485702,0,0
457,17,16,0,False,2020-09-20T11:00:00Z,2,5,2,90,0,0,0,2,0,0,0,1,0,0,0,-1,3.0,1.2,0.0,0.4,60,-180742,1368719,39131,219873
457,26,14,2,True,2020-09-27T13:00:00Z,1,1,3,90,0,0,0,1,0,0,0,0,0,0,0,16,24.2,26.7,8.0,5.9,60,-242759,1155317,45516,288275
457,35,13,0,False,2020-10-04T15:30:00Z,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,59,-195429,965580,10153,205582
458,8,15,6,False,2020-09-14T17:00:00Z,0,2,1,90,0,0,1,0,0,0,0,0,0,0,0,25,21.6,0.2,0.0,2.2,55,0,138741,0,0
458,18,12,1,True,2020-09-21T19:15:00Z,1,3,2,90,0,0,0,3,0,0,0,0,0,0,0,10,18.8,0.3,4.0,2.3,55,-6419,153262,8762,15181
458,28,19,0,False,2020-09-27T18:00:00Z,4,0,3,90,0,0,0,4,0,0,0,0,0,0,0,17,15.2,0.9,0.0,1.6,55,5356,171768,24615,19259
458,38,8,8,True,2020-10-04T13:00:00Z,1,0,4,90,0,0,1,0,0,0,0,0,0,0,2,26,13.0,1.0,18.0,3.2,55,-10619,163545,7838,18457
459,8,15,8,False,2020-09-14T17:00:00Z,0,2,1,90,0,0,1,0,0,0,0,0,0,0,2,29,22.0,0.0,0.0,2.2,50,0,556410,0,0
459,18,12,1,True,2020-09-21T19:15:00Z,1,3,2,90,0,0,0,3,0,0,0,0,0,0,0,10,10.8,10.0,0.0,2.1,50,-8498,599340,41971,50469
459,28,19,-1,False,2020-09-27T18:00:00Z,4,0,3,90,0,0,0,4,0,0,0,1,0,0,0,5,10.6,1.3,0.0,1.2,50,35736,661881,102525,66789
459,38,8,6,True,2020-10-04T13:00:00Z,1,0,4,90,0,0,1,0,0,0,0,0,0,0,0,25,13.0,0.1,0.0,1.3,50,-33772,628713,27906,61678
460,8,15,8,False,2020-09-14T17:00:00Z,0,2,1,90,1,0,1,0,0,0,0,0,0,0,2,29,41.2,8.5,48.0,9.8,85,0,1082647,0,0
460,18,12,6,True,2020-09-21T19:15:00Z,1,3,2,90,1,0,0,3,0,0,0,0,0,0,0,26,34.0,1.9,33.0,6.9,85,29769,1282778,155911,126142
460,28,19,0,False,2020-09-27T18:00:00Z,4,0,3,90,0,0,0,4,1,0,0,0,0,0,0,-1,0.0,7.2,47.0,5.4,85,198215,1561217,349218,151003
460,38,8,2,True,2020-10-04T13:00:00Z,1,0,4,90,0,0,1,0,0,0,0,0,0,0,0,0,3.4,3.1,33.0,4.0,86,141241,1732369,329362,188121
461,8,15,15,False,2020-09-14T17:00:00Z,0,2,1,90,1,0,1,0,0,0,0,0,0,0,3,34,63.4,0.2,38.0,10.2,50,0,177607,0,0
461,18,12,1,True,2020-09-21T19:15:00Z,1,3,2,90,0,0,0,3,0,0,0,0,0,0,0,11,11.2,0.4,2.0,1.4,50,117769,385987,163098,45329
461,28,19,0,False,2020-09-27T18:00:00Z,4,0,3,90,0,0,0,4,0,0,0,0,0,0,0,15,12.0,1.7,0.0,1.4,51,347814,816549,439854,92040
461,38,8,8,True,2020-10-04T13:00:00Z,1,0,4,90,0,0,1,0,0,0,0,0,0,0,2,26,14.2,6.7,18.0,3.9,51,29271,840002,106684,77413
462,8,15,0,False,2020-09-14T17:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,0,2930,0,0
462,18,12,0,True,2020-09-21T19:15:00Z,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-620,2558,84,704
462,28,19,0,False,2020-09-27T18:00:00Z,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-481,2194,115,596
462,38,8,0,True,2020-10-04T13:00:00Z,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-253,1991,66,319
463,8,15,0,False,2020-09-14T17:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,18422,0,0
463,18,12,0,True,2020-09-21T19:15:00Z,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,374,26850,5058,4684
463,28,19,0,False,2020-09-27T18:00:00Z,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-6277,21853,2511,8788
463,38,8,0,True,2020-10-04T13:00:00Z,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-5829,16362,125,5954
464,8,15,3,False,2020-09-14T17:00:00Z,0,2,1,90,0,0,1,0,0,0,0,0,0,0,0,11,16.4,15.4,4.0,3.6,50,0,145802,0,0
464,18,12,1,True,2020-09-21T19:15:00Z,1,3,2,12,0,0,0,1,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,50,-11171,140174,10750,21921
464,28,19,0,False,2020-09-27T18:00:00Z,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-22046,119282,6918,28964
464,38,8,6,True,2020-10-04T13:00:00Z,1,0,4,90,0,1,1,0,0,0,0,0,0,0,0,21,19.8,39.3,31.0,9.0,49,-17627,103006,3777,21404
465,8,15,3,False,2020-09-14T17:00:00Z,0,2,1,90,0,0,1,0,0,0,0,0,0,0,0,6,12.8,1.8,17.0,3.2,65,0,1189095,0,0
465,18,12,2,True,2020-09-21T19:15:00Z,1,3,2,90,0,0,0,3,0,0,0,0,0,0,0,17,25.6,39.2,2.0,6.7,65,-102740,1192596,59207,161947
465,28,19,2,False,2020-09-27T18:00:00Z,4,0,3,61,0,0,0,2,0,0,0,0,0,0,0,9,7.8,8.3,0.0,1.6,65,-150445,1079344,66003,216448
465,38,8,1,True,2020-10-04T13:00:00Z,1,0,4,8,0,0,0,0,0,0,0,0,0,0,0,3,4.0,0.1,0.0,0.4,65,-79097,1025920,66904,146001
466,8,15,1,False,2020-09-14T17:00:00Z,0,2,1,14,0,0,0,0,0,0,0,0,0,0,0,4,5.6,10.3,0.0,1.6,55,0,158296,0,0
466,18,12,2,True,2020-09-21T19:15:00Z,1,3,2,90,0,0,0,3,0,0,0,0,0,0,0,15,13.0,11.6,26.0,5.1,55,-19607,156296,6268,25875
466,28,19,2,False,2020-09-27T18:00:00Z,4,0,3,90,0,0,0,4,0,0,0,0,0,0,0,18,21.0,7.0,16.0,4.4,55,-15438,147330,7587,23025
466,38,8,2,True,2020-10-04T13:00:00Z,1,0,4,90,0,0,1,0,0,0,0,1,0,0,0,7,8.2,2.7,9.0,2.0,54,-5498,146123,9875,15373
467,8,15,1,False,2020-09-14T17:00:00Z,0,2,1,22,0,0,0,0,0,0,0,0,0,0,0,2,0.6,0.5,0.0,0.1,40,0,106766,0,0
467,18,12,0,True,2020-09-21T19:15:00Z,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,33429,173721,58849,25420
467,28,19,0,False,2020-09-27T18:00:00Z,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,19637,207418,56812,37175
467,38,8,0,True,2020-10-04T13:00:00Z,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-2678,207992,18103,20781
468,8,15,0,False,2020-09-14T17:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,65,0,215812,0,0
468,11,5,0,False,2020-09-20T15:30:00Z,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,64,-58615,147855,6037,36894
468,23,1,6,True,2020-09-28T19:00:00Z,3,1,3,10,1,0,0,0,0,0,0,0,0,0,0,15,29.2,1.9,28.0,5.9,63,-34280,112469,2068,36348
468,30,2,2,False,2020-10-04T18:15:00Z,7,2,4,90,0,0,0,7,0,0,0,0,0,0,0,5,10.6,18.6,55.0,8.4,63,31250,153894,54964,23714
469,8,15,6,False,2020-09-14T17:00:00Z,0,2,1,75,0,1,1,0,0,0,0,0,0,0,0,23,25.8,18.3,0.0,4.4,55,0,17314,0,0
469,18,12,5,True,2020-09-21T19:15:00Z,1,3,2,90,0,1,0,3,0,0,0,0,0,0,0,17,24.4,29.6,7.0,6.1,55,22114,47771,35402,13288
469,28,19,0,False,2020-09-27T18:00:00Z,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,56,351024,424856,411832,60808
469,38,8,3,True,2020-10-04T13:00:00Z,1,0,4,70,0,0,1,0,0,0,0,0,0,0,0,7,1.2,5.2,0.0,0.6,56,-31844,379939,61888,93732
470,8,15,0,False,2020-09-14T17:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,108444,0,0
470,18,12,0,True,2020-09-21T19:15:00Z,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-4861,122040,8312,13173
470,28,19,0,False,2020-09-27T18:00:00Z,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-2907,127608,11450,14357
470,38,8,9,True,2020-10-04T13:00:00Z,1,0,4,90,0,0,1,0,0,0,0,0,0,0,3,29,15.4,21.9,0.0,3.7,40,-2181,130061,7902,10083
471,8,15,0,False,2020-09-14T17:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,618483,0,0
471,18,12,1,True,2020-09-21T19:15:00Z,1,3,2,82,0,0,0,3,0,0,0,0,0,0,0,7,14.8,2.0,0.0,1.7,44,-153280,473817,10478,163758
471,28,19,0,False,2020-09-27T18:00:00Z,4,0,3,90,0,0,0,4,0,0,0,0,0,0,0,17,16.4,23.3,0.0,4.0,44,-82049,399790,31733,113782
471,38,8,0,True,2020-10-04T13:00:00Z,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-48037,354389,12640,60677
472,8,15,0,False,2020-09-14T17:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,9380,0,0
472,18,12,0,True,2020-09-21T19:15:00Z,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-655,10513,119,774
472,28,19,0,False,2020-09-27T18:00:00Z,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-767,10661,158,925
472,38,8,0,True,2020-10-04T13:00:00Z,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-536,10635,104,640
473,8,15,0,False,2020-09-14T17:00:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,522,0,0
473,18,12,0,True,2020-09-21T19:15:00Z,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-94,477,45,139
473,28,19,0,False,2020-09-27T18:00:00Z,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-40,471,46,86
473,38,8,0,True,2020-10-04T13:00:00Z,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-31,451,36,67
474,8,15,6,False,2020-09-14T17:00:00Z,0,2,1,67,0,1,1,0,0,0,0,0,0,0,0,18,19.8,15.8,4.0,4.0,55,0,13748,0,0
474,18,12,2,True,2020-09-21T19:15:00Z,1,3,2,77,0,0,0,2,0,0,0,0,0,0,0,4,8.0,23.9,18.0,5.0,55,9371,32122,15911,6540
474,28,19,2,False,2020-09-27T18:00:00Z,4,0,3,90,0,0,0,4,0,0,0,0,0,0,0,12,8.4,43.5,8.0,6.0,55,8598,44254,19559,10961
474,38,8,8,True,2020-10-04T13:00:00Z,1,0,4,81,1,0,1,0,0,0,0,0,0,0,0,25,40.4,35.3,36.0,11.2,55,29540,78653,40987,11447
